createdAt,updatedAt,id,createdById,updatedById,payment_method,package_id,fee,progress,student_id,payment_date,start_date,end_date,transport_fee,total,month_convert,discount,salary_id,invoice_number,commission,done
2025-04-24 03:18:49.373+00,2025-04-26 11:50:28.554+00,271,3,3,Online Transfer,11,250,1,16,2024-10-07,2024-10-09 12:00:00+00,2024-10-09 12:50:00+00,0,250,2024/10,0,12,INV241007-0201,75,true
2025-04-24 03:18:49.381+00,2025-04-26 11:50:28.609+00,272,3,3,Online Transfer,11,250,1,15,2024-10-07,2024-10-09 12:00:00+00,2024-10-09 12:50:00+00,0,250,2024/10,0,12,INV241007-0202,75,true
2025-04-24 03:18:49.389+00,2025-04-26 11:50:28.664+00,273,3,3,Online Transfer,2,400,1,12,2024-10-07,2024-10-12 03:00:00+00,2024-10-12 03:50:00+00,0,400,2024/10,0,12,INV241007-0206,120,true
2025-04-24 03:18:49.396+00,2025-04-26 11:50:28.726+00,274,3,3,Online Transfer,11,250,1,14,2024-10-07,2024-10-09 12:00:00+00,2024-10-09 12:50:00+00,0,250,2024/10,0,12,INV241007-0203,75,true
2025-04-24 03:18:49.404+00,2025-04-26 11:50:28.776+00,275,3,3,Online Transfer,11,250,1,93,2024-10-07,2024-10-09 12:00:00+00,2024-10-09 12:50:00+00,0,250,2024/10,0,12,INV241007-0204,75,true
2025-04-24 03:18:49.412+00,2025-04-26 11:50:28.818+00,276,3,3,Online Transfer,11,250,1,91,2024-10-07,2024-10-09 12:00:00+00,2024-10-09 12:50:00+00,0,250,2024/10,0,12,INV241007-0205,75,true
2025-04-24 03:18:49.421+00,2025-04-26 11:50:28.875+00,277,3,3,Online Transfer,2,400,1,68,2024-10-08,2024-10-15 09:00:00+00,2024-10-15 09:50:00+00,0,400,2024/10,0,12,INV241008-0207,120,true
2025-04-24 03:18:49.428+00,2025-04-26 11:50:28.932+00,278,3,3,Online Transfer,4,100,1,2,2024-10-10,2024-10-28 10:00:00+00,2024-10-28 10:50:00+00,0,100,2024/10,0,12,INV241010-0208,30,true
2025-04-24 03:18:49.437+00,2025-04-26 11:50:28.991+00,279,3,3,Online Transfer,4,100,1,38,2024-10-10,2024-10-28 10:00:00+00,2024-10-28 10:50:00+00,0,100,2024/10,0,12,INV241010-0209,30,true
2025-04-24 03:18:49.445+00,2025-04-25 09:52:38.883+00,280,3,3,Online Transfer,14,400,0.25,61,2024-10-11,2024-10-12 04:00:00+00,2024-10-12 04:30:00+00,100,500,2024/10,0,12,INV241011-0210,120,
2025-04-24 03:18:49.453+00,2025-06-15 07:30:58.75+00,281,3,3,Online Transfer,14,400,1,60,2024-10-11,2024-10-12 04:30:00+00,2024-10-12 05:10:00+00,100,500,2024/10,0,12,INV241011-0211,120,true
2025-04-24 03:18:49.462+00,2025-04-26 11:50:29.047+00,282,3,3,Online Transfer,2,400,1,107,2024-10-15,2024-10-18 01:00:00+00,2024-10-18 01:50:00+00,0,400,2024/10,0,12,INV241015-0212,120,true
2025-04-24 03:18:49.471+00,2025-04-26 11:50:29.097+00,283,3,3,Online Transfer,5,320,1,9,2024-10-16,2024-10-19 08:00:00+00,2024-10-19 08:50:00+00,0,320,2024/10,0,12,INV241016-0213,96,true
2025-04-24 03:18:49.479+00,2025-04-26 11:50:29.155+00,284,3,3,Online Transfer,5,320,1,1,2024-10-16,2024-10-19 08:00:00+00,2024-10-19 08:50:00+00,0,320,2024/10,0,12,INV241016-0214,96,true
2025-04-24 03:18:49.489+00,2025-04-26 11:50:29.219+00,285,3,3,Online Transfer,6,750,1,6,2024-10-18,2024-10-31 01:30:00+00,2024-10-31 02:10:00+00,0,750,2024/10,0,12,INV241018-0215,225,true
2025-04-24 03:18:49.497+00,2025-04-26 11:50:29.28+00,286,3,3,Online Transfer,6,750,1,8,2024-10-18,2024-10-31 01:30:00+00,2024-10-31 02:10:00+00,0,750,2024/10,0,12,INV241018-0216,225,true
2025-04-24 03:18:49.506+00,2025-04-26 11:50:29.322+00,287,3,3,Online Transfer,2,400,1,40,2024-10-18,2024-10-20 03:00:00+00,2024-10-20 03:40:00+00,0,400,2024/10,0,12,INV241018-0217,120,true
2025-04-24 03:18:49.515+00,2025-04-26 11:50:29.367+00,288,3,3,Online Transfer,64,480,1,50,2024-10-19,2024-11-15 00:00:00+00,2024-11-15 00:50:00+00,0,480,2024/10,0,12,INV241019-0218,144,true
2025-04-24 03:18:49.525+00,2025-04-26 11:50:29.425+00,289,3,3,Online Transfer,3,950,1,67,2024-10-19,2024-10-25 01:00:00+00,2024-10-25 01:50:00+00,0,950,2024/10,0,12,INV241019-0219,285,true
2025-04-24 03:18:49.533+00,2025-04-26 11:50:29.486+00,290,3,3,Online Transfer,63,0,1,50,2024-10-19,2024-06-12 00:00:00+00,2024-06-12 00:50:00+00,0,0,2024/10,0,12,TRANSFER FROM LAUREN+VANESSA,0,true
2025-04-24 03:18:49.542+00,2025-04-26 11:50:29.542+00,291,3,3,Online Transfer,63,200,1,52,2024-10-21,2024-10-27 00:00:00+00,2024-10-27 00:50:00+00,0,200,2024/10,0,12,INV241021-0220,60,true
2025-04-24 03:18:49.55+00,2025-04-26 11:50:29.593+00,292,3,3,Online Transfer,63,200,1,109,2024-10-24,2024-10-25 00:00:00+00,2024-10-25 00:50:00+00,0,200,2024/10,0,12,INV241024-0221,60,true
2025-04-24 03:18:49.558+00,2025-04-26 11:50:29.637+00,293,3,3,Online Transfer,63,200,1,13,2024-10-24,2024-10-25 00:00:00+00,2024-10-25 00:50:00+00,0,200,2024/10,0,12,INV241024-0222,60,true
2025-04-24 03:18:49.566+00,2025-04-26 11:50:29.691+00,294,3,3,Online Transfer,63,200,1,63,2024-10-24,2024-11-01 00:00:00+00,2024-11-01 00:50:00+00,0,200,2024/10,0,12,INV241024-0223,60,true
2025-04-24 03:18:49.575+00,2025-05-05 03:01:07.015+00,295,3,3,Online Transfer,63,200,0.75,48,2024-10-25,2024-10-25 00:00:00+00,2024-10-25 00:50:00+00,0,200,2024/10,0,12,INV241025-0224,40,true
2025-04-24 03:18:49.583+00,2025-05-05 03:01:09.344+00,296,3,3,Online Transfer,63,200,0.75,47,2024-10-25,2024-10-25 00:00:00+00,2024-10-25 00:50:00+00,0,200,2024/10,0,12,INV241025-0225,40,true
2025-04-24 03:18:49.591+00,2025-06-16 02:08:14.903+00,297,3,3,Online Transfer,14,0,1,60,2024-10-28,2025-03-08 00:00:00+00,2025-03-08 00:40:00+00,0,0,2024/10,0,12,TRANSFERRED FROM MISHKA,0,true
2025-04-24 03:18:49.6+00,2025-04-26 11:50:29.743+00,298,3,3,Online Transfer,2,400,1,46,2024-10-29,2024-11-16 00:00:00+00,2024-11-16 00:40:00+00,0,400,2024/10,0,12,INV241029-0226,120,true
2025-04-24 03:18:49.608+00,2025-04-26 11:50:29.799+00,299,3,3,Online Transfer,2,400,1,80,2024-10-29,2024-11-24 00:00:00+00,2024-11-24 00:50:00+00,0,400,2024/10,0,12,INV241029-0227,120,true
2025-04-24 03:18:49.617+00,2025-04-26 11:50:29.852+00,300,3,3,Online Transfer,64,480,1,35,2024-10-30,2024-10-30 00:00:00+00,2024-10-30 00:50:00+00,0,480,2024/10,0,12,INV241030-0228,144,true
2025-04-24 03:18:49.626+00,2025-04-26 11:50:29.892+00,301,3,3,Online Transfer,64,480,1,59,2024-10-30,2024-10-30 00:00:00+00,2024-10-30 00:50:00+00,0,480,2024/10,0,12,INV241030-0229,144,true
2025-04-24 03:18:49.634+00,2025-04-26 11:50:29.934+00,302,3,3,Online Transfer,64,480,1,96,2024-10-31,2024-11-01 00:00:00+00,2024-11-01 00:50:00+00,0,480,2024/10,0,12,INV241031-0230,144,true
2025-04-24 03:18:49.643+00,2025-04-26 11:50:29.991+00,303,3,3,Online Transfer,64,480,1,94,2024-10-31,2024-11-01 00:00:00+00,2024-11-01 00:50:00+00,0,480,2024/10,0,12,INV241031-0231,144,true
2025-04-24 03:18:49.651+00,2025-04-24 15:34:49.391+00,304,3,3,Online Transfer,2,400,0.25,7,2024-10-31,2024-11-03 00:00:00+00,2024-11-03 00:40:00+00,0,400,2024/10,0,12,INV241031-0232,120,
2025-04-24 03:18:49.66+00,2025-04-26 11:50:30.053+00,305,3,3,Online Transfer,64,480,1,56,2024-11-01,2024-11-02 00:00:00+00,2024-11-02 00:50:00+00,0,480,2024/11,0,13,INV241101-0233,144,true
2025-04-24 03:18:49.67+00,2025-04-26 11:50:30.113+00,306,3,3,Online Transfer,64,480,1,55,2024-11-01,2024-11-02 00:00:00+00,2024-11-02 00:50:00+00,0,480,2024/11,0,13,INV241101-0234,144,true
2025-04-24 03:18:49.679+00,2025-04-26 11:50:30.173+00,307,3,3,Online Transfer,4,100,1,36,2024-11-01,2024-11-07 00:00:00+00,2024-11-07 00:50:00+00,0,100,2024/11,0,13,INV241101-0235,30,true
2025-04-24 03:18:49.688+00,2025-04-26 11:50:30.216+00,308,3,3,Online Transfer,4,100,1,11,2024-11-01,2024-11-07 00:00:00+00,2024-11-07 00:50:00+00,0,100,2024/11,0,13,INV241101-0236,30,true
2025-04-24 03:18:49.697+00,2025-04-26 11:50:30.257+00,309,3,3,Online Transfer,3,950,1,49,2024-11-01,2024-11-03 00:00:00+00,2024-11-03 00:40:00+00,0,950,2024/11,0,13,INV241101-0237,285,true
2025-04-24 03:18:49.706+00,2025-04-26 11:50:30.298+00,310,3,3,Online Transfer,3,950,1,26,2024-11-03,2024-11-08 00:00:00+00,2024-11-08 00:50:00+00,0,950,2024/11,0,13,INV241103-0238,285,true
2025-04-24 03:18:49.714+00,2025-04-26 11:50:30.356+00,311,3,3,Online Transfer,1,120,1,38,2024-11-03,2024-11-05 00:00:00+00,2024-11-05 00:50:00+00,0,120,2024/11,0,13,INV241103-0239,36,true
2025-04-24 03:18:49.722+00,2025-04-26 11:50:30.409+00,312,3,3,Online Transfer,2,400,1,68,2024-11-05,2024-12-03 00:00:00+00,2024-12-03 00:50:00+00,0,400,2024/11,0,13,INV241105-0240,120,true
2025-04-24 03:18:49.73+00,2025-04-26 11:50:30.465+00,313,3,3,Online Transfer,2,400,1,33,2024-11-05,2024-11-17 00:00:00+00,2024-11-17 00:40:00+00,0,400,2024/11,0,13,INV241105-0241,120,true
2025-04-24 03:18:49.738+00,2025-04-26 11:50:30.516+00,314,3,3,Online Transfer,2,400,1,5,2024-11-05,2024-11-14 00:00:00+00,2024-11-14 00:50:00+00,0,400,2024/11,0,13,INV241105-0242,120,true
2025-04-24 03:18:49.746+00,2025-04-26 11:50:30.565+00,315,3,3,Online Transfer,3,950,1,38,2024-11-06,2024-11-06 00:00:00+00,2024-11-06 00:50:00+00,0,950,2024/11,0,13,INV241106-0243,285,true
2025-04-24 03:18:49.753+00,2025-04-26 11:50:30.608+00,316,3,3,Online Transfer,2,400,1,87,2024-11-08,2024-11-09 00:00:00+00,2024-11-09 00:50:00+00,0,400,2024/11,0,13,INV241108-0244,120,true
2025-04-24 03:18:49.761+00,2025-04-26 11:50:30.647+00,317,3,3,Online Transfer,5,320,1,41,2024-11-08,2024-11-23 00:00:00+00,2024-11-23 00:50:00+00,0,320,2024/11,0,13,INV241108-0245,96,true
2025-04-24 03:18:49.77+00,2025-04-26 11:50:30.686+00,318,3,3,Online Transfer,5,320,1,79,2024-11-08,2024-11-23 00:00:00+00,2024-11-23 00:50:00+00,0,320,2024/11,0,13,INV241108-0246,96,true
2025-04-24 03:18:49.778+00,2025-04-26 11:50:30.719+00,319,3,3,Online Transfer,5,320,1,36,2024-11-09,2024-12-05 00:00:00+00,2024-12-05 00:50:00+00,0,320,2024/11,0,13,INV241109-0247,96,true
2025-04-24 03:18:49.787+00,2025-04-26 11:50:30.752+00,320,3,3,Online Transfer,5,320,1,11,2024-11-09,2024-12-05 00:00:00+00,2024-12-05 00:50:00+00,0,320,2024/11,0,13,INV241109-0248,96,true
2025-04-24 03:18:49.796+00,2025-04-26 11:50:30.786+00,321,3,3,Online Transfer,11,250,1,93,2024-11-10,2024-11-13 00:00:00+00,2024-11-13 00:50:00+00,0,250,2024/11,0,13,INV241110-0249,75,true
2025-04-24 03:18:49.806+00,2025-04-26 11:50:30.828+00,322,3,3,Online Transfer,11,250,1,16,2024-11-10,2024-11-13 00:00:00+00,2024-11-13 00:50:00+00,0,250,2024/11,0,13,INV241110-0250,75,true
2025-04-24 03:18:49.814+00,2025-04-26 11:50:30.886+00,323,3,3,Online Transfer,11,250,1,14,2024-11-10,2024-11-13 00:00:00+00,2024-11-13 00:50:00+00,0,250,2024/11,0,13,INV241110-0251,75,true
2025-04-24 03:18:49.822+00,2025-04-26 11:50:30.943+00,324,3,3,Online Transfer,11,250,1,15,2024-11-10,2024-11-13 00:00:00+00,2024-11-13 00:50:00+00,0,250,2024/11,0,13,INV241110-0252,75,true
2025-04-24 03:18:49.83+00,2025-04-26 11:50:30.999+00,325,3,3,Online Transfer,11,250,1,91,2024-11-10,2024-11-13 00:00:00+00,2024-11-13 00:50:00+00,0,250,2024/11,0,13,INV241110-0253,75,true
2025-04-24 03:18:49.839+00,2025-04-26 11:50:31.054+00,326,3,3,Online Transfer,2,400,1,86,2024-11-12,2024-12-08 00:00:00+00,2024-12-08 00:40:00+00,0,400,2024/11,0,13,INV241112-0254,120,true
2025-04-24 03:18:49.847+00,2025-08-15 02:30:14.166+00,327,3,3,Online Transfer,2,400,0.75,22,2024-11-12,2024-11-24 00:00:00+00,2024-11-24 00:50:00+00,0,400,2024/11,0,13,INV241112-0255,120,
2025-04-24 03:18:49.856+00,2025-04-25 05:18:25.303+00,328,3,3,Online Transfer,16,100,0,20,2024-11-13,2024-11-16 00:00:00+00,2024-11-16 01:30:00+00,15,115,2024/11,0,13,INV241113-0256,30,
2025-04-24 03:18:49.864+00,2025-04-26 11:50:31.102+00,329,3,3,Online Transfer,16,100,1,30,2024-11-13,2024-11-16 00:00:00+00,2024-11-16 01:30:00+00,15,115,2024/11,0,13,INV241113-0257,30,true
2025-04-24 03:18:49.873+00,2025-04-26 11:50:31.141+00,330,3,3,Online Transfer,2,400,1,12,2024-11-15,2024-11-16 00:00:00+00,2024-11-16 00:50:00+00,0,400,2024/11,0,13,INV241115-0258,120,true
2025-04-24 03:18:49.881+00,2025-04-26 11:50:31.18+00,331,3,3,Online Transfer,48,1000,1,20,2024-11-18,2024-11-17 00:00:00+00,2024-11-17 01:30:00+00,100,1100,2024/11,0,13,INV241118-0261,300,true
2025-04-24 03:18:49.89+00,2025-04-26 11:50:31.222+00,332,3,3,Online Transfer,48,1000,1,30,2024-11-18,2024-11-17 00:00:00+00,2024-11-17 01:30:00+00,100,1100,2024/11,0,13,INV241118-0262,300,true
2025-04-24 03:18:49.898+00,2025-04-26 11:50:31.263+00,333,3,3,Online Transfer,63,200,1,52,2024-11-20,2024-11-22 00:00:00+00,2024-11-22 00:50:00+00,0,200,2024/11,0,13,INV241120-0263,60,true
2025-04-24 03:18:49.906+00,2025-04-26 11:50:31.302+00,334,3,3,Online Transfer,13,120,1,69,2024-11-21,2024-11-21 00:00:00+00,2024-11-21 00:50:00+00,30,150,2024/11,0,13,INV241121-0264,36,true
2025-04-24 03:18:49.913+00,2025-04-26 11:50:31.341+00,335,3,3,Online Transfer,63,200,1,13,2024-11-21,2024-11-22 00:00:00+00,2024-11-22 00:50:00+00,0,200,2024/11,0,13,INV241121-0265,60,true
2025-04-24 03:18:49.922+00,2025-04-26 11:50:31.381+00,336,3,3,Online Transfer,63,200,1,63,2024-11-21,2024-12-06 00:00:00+00,2024-12-06 00:50:00+00,0,200,2024/11,0,13,INV241121-0266,60,true
2025-04-24 03:18:49.93+00,2025-04-26 11:50:31.426+00,337,3,3,Online Transfer,63,200,1,47,2024-11-22,2024-11-22 00:00:00+00,2024-11-22 00:50:00+00,0,200,2024/11,0,13,INV241122-0267,60,true
2025-04-24 03:18:49.939+00,2025-04-26 11:50:31.481+00,338,3,3,Online Transfer,63,200,1,48,2024-11-22,2024-11-22 00:00:00+00,2024-11-22 00:50:00+00,0,200,2024/11,0,13,INV241122-0268,60,true
2025-04-24 03:18:49.948+00,2025-06-07 11:06:57.706+00,339,3,3,Online Transfer,12,575,1,102,2024-11-24,2024-11-30 00:00:00+00,2024-11-30 00:50:00+00,0,575,2024/11,0,13,INV241124-0269,172.5,true
2025-04-24 03:18:49.956+00,2025-06-07 11:06:59.515+00,340,3,3,Online Transfer,12,575,1,27,2024-11-24,2024-11-30 00:00:00+00,2024-11-30 00:50:00+00,0,575,2024/11,0,13,INV241124-0270,172.5,true
2025-04-24 03:18:49.964+00,2025-06-07 11:07:02.484+00,341,3,3,Online Transfer,12,575,1,105,2024-11-24,2024-11-30 00:00:00+00,2024-11-30 00:50:00+00,0,575,2024/11,0,13,INV241124-0271,172.5,true
2025-04-24 03:18:49.973+00,2025-06-07 11:07:04.689+00,342,3,3,Online Transfer,12,575,1,104,2024-11-24,2024-11-30 00:00:00+00,2024-11-30 00:50:00+00,0,575,2024/11,0,13,INV241124-0272,172.5,true
2025-04-24 03:18:49.981+00,2025-04-26 11:50:31.54+00,343,3,3,Online Transfer,3,950,1,100,2024-12-01,2024-12-15 00:00:00+00,2024-12-15 00:40:00+00,0,950,2024/12,0,14,INV241201-0273,285,true
2025-04-24 03:18:49.989+00,2025-07-20 07:06:10.435+00,344,3,3,Online Transfer,68,1300,1,43,2024-12-02,2024-12-08 08:00:00+00,2024-12-08 08:50:00+00,0,1300,2024/12,0,14,INV241202-0274,390,true
2025-04-24 03:18:49.997+00,2025-04-26 11:50:31.595+00,345,3,3,Online Transfer,21,654,1,110,2024-12-03,2024-12-03 00:00:00+00,2024-12-03 00:50:00+00,66,720,2024/12,0,14,INV241203-0275,196.2,true
2025-04-24 03:18:50.006+00,2025-04-26 11:50:31.653+00,346,3,3,Online Transfer,21,654,1,18,2024-12-03,2024-12-03 00:00:00+00,2024-12-03 00:50:00+00,66,720,2024/12,0,14,INV241203-0276,196.2,true
2025-04-24 03:18:50.016+00,2025-04-26 11:50:31.697+00,347,3,3,Online Transfer,21,654,1,19,2024-12-03,2024-12-03 00:00:00+00,2024-12-03 00:50:00+00,66,720,2024/12,0,14,INV241203-0277,196.2,true
2025-04-24 03:18:50.025+00,2025-04-26 11:50:31.742+00,348,3,3,Online Transfer,2,400,1,68,2024-12-03,2025-01-07 09:00:00+00,2025-01-07 09:50:00+00,0,400,2024/12,0,14,INV241203-0278,120,true
2025-04-24 03:18:50.033+00,2025-04-26 11:50:31.796+00,349,3,3,Online Transfer,18,750,1,81,2024-12-04,2024-12-05 00:00:00+00,2024-12-05 00:50:00+00,100,850,2024/12,0,14,INV241204-0279,225,true
2025-04-24 03:18:50.041+00,2025-04-26 11:50:31.849+00,350,3,3,Online Transfer,18,750,1,106,2024-12-04,2024-12-05 00:00:00+00,2024-12-05 00:50:00+00,100,850,2024/12,0,14,INV241204-0280,225,true
2025-04-24 03:18:50.049+00,2025-04-26 11:50:31.903+00,351,3,3,Online Transfer,2,400,1,107,2024-12-04,2024-12-06 00:00:00+00,2024-12-06 00:50:00+00,0,400,2024/12,0,14,INV241204-0281,120,true
2025-04-24 03:18:50.058+00,2025-04-26 11:50:31.957+00,352,3,3,Online Transfer,2,400,1,72,2024-12-05,2024-12-12 00:00:00+00,2024-12-12 00:50:00+00,0,400,2024/12,0,14,INV241205-0282,120,true
2025-04-24 03:18:50.065+00,2025-04-26 11:50:31.999+00,353,3,3,Online Transfer,13,120,1,23,2024-12-06,2024-12-14 00:00:00+00,2024-12-14 00:30:00+00,30,150,2024/12,0,14,INV241206-0283,36,true
2025-04-24 03:18:50.073+00,2025-04-26 11:50:32.039+00,354,3,3,Online Transfer,63,200,1,109,2024-12-13,2024-12-13 00:00:00+00,2024-12-13 00:50:00+00,0,200,2024/12,0,14,INV241213-0284,60,true
2025-04-24 03:18:50.081+00,2025-04-26 11:50:32.08+00,355,3,3,Online Transfer,14,400,1,88,2024-12-14,2024-12-26 00:00:00+00,2024-12-26 00:30:00+00,100,500,2024/12,0,14,INV241214-0285,120,true
2025-04-24 03:18:50.09+00,2025-04-26 11:50:32.117+00,356,3,3,Online Transfer,16,100,1,25,2024-12-14,2024-12-17 00:00:00+00,2024-12-17 00:50:00+00,15,115,2024/12,0,14,INV241214-0286,30,true
2025-04-24 03:18:50.098+00,2025-04-26 11:50:32.156+00,357,3,3,Online Transfer,16,100,1,84,2024-12-14,2024-12-17 00:00:00+00,2024-12-17 00:50:00+00,15,115,2024/12,0,14,INV241214-0287,30,true
2025-04-24 03:18:50.106+00,2025-04-26 11:50:32.194+00,358,3,3,Online Transfer,2,400,1,46,2024-12-16,2024-12-23 00:00:00+00,2024-12-23 00:40:00+00,0,400,2024/12,0,14,INV241216-0288,120,true
2025-04-24 03:18:50.114+00,2025-04-26 11:50:32.234+00,359,3,3,Online Transfer,13,120,1,89,2024-12-16,2024-12-22 00:00:00+00,2024-12-22 00:30:00+00,30,150,2024/12,0,14,INV241216-0289,36,true
2025-04-24 03:18:50.122+00,2025-04-26 11:50:32.268+00,360,3,3,Online Transfer,11,250,1,93,2024-12-17,2024-12-18 00:00:00+00,2024-12-18 00:50:00+00,0,250,2024/12,0,14,INV241217-0290,75,true
2025-04-24 03:18:50.131+00,2025-04-26 11:50:32.302+00,361,3,3,Online Transfer,11,250,1,16,2024-12-17,2024-12-18 00:00:00+00,2024-12-18 00:50:00+00,0,250,2024/12,0,14,INV241217-0291,75,true
2025-04-24 03:18:50.139+00,2025-04-26 11:50:32.334+00,362,3,3,Online Transfer,11,250,1,14,2024-12-17,2024-12-18 00:00:00+00,2024-12-18 00:50:00+00,0,250,2024/12,0,14,INV241217-0292,75,true
2025-04-24 03:18:50.148+00,2025-04-26 11:50:32.368+00,363,3,3,Online Transfer,11,250,1,15,2024-12-17,2024-12-18 00:00:00+00,2024-12-18 00:50:00+00,0,250,2024/12,0,14,INV241217-0293,75,true
2025-04-24 03:18:50.156+00,2025-04-26 11:50:32.401+00,364,3,3,Online Transfer,11,250,1,91,2024-12-17,2024-12-18 00:00:00+00,2024-12-18 00:50:00+00,0,250,2024/12,0,14,INV241217-0294,75,true
2025-04-24 03:18:50.164+00,2025-04-26 11:50:32.44+00,365,3,3,Online Transfer,63,200,1,13,2024-12-18,2025-02-16 07:00:00+00,2025-02-16 07:50:00+00,0,200,2024/12,0,14,INV241218-0295,60,true
2025-04-24 03:18:50.173+00,2025-04-28 05:03:11.809+00,366,3,3,Online Transfer,3,950,1,37,2024-12-18,2024-12-21 00:00:00+00,2024-12-21 00:50:00+00,0,950,2024/12,0,14,INV241218-0296,190,true
2025-04-24 03:18:50.181+00,2025-04-26 11:50:32.486+00,367,3,3,Online Transfer,63,200,1,63,2024-12-18,2025-01-04 00:30:00+00,2025-01-04 01:20:00+00,0,200,2024/12,0,14,INV241218-0297,60,true
2025-04-24 03:18:50.189+00,2025-04-26 11:50:32.54+00,368,3,3,Online Transfer,63,200,1,52,2024-12-19,2024-12-27 00:00:00+00,2024-12-27 00:50:00+00,0,200,2024/12,0,14,INV241219-0298,60,true
2025-04-24 03:18:50.198+00,2025-04-26 11:50:32.597+00,369,3,3,Online Transfer,2,400,1,33,2024-12-19,2024-12-22 00:00:00+00,2024-12-22 00:40:00+00,0,400,2024/12,0,14,INV241219-0300,120,true
2025-04-24 03:18:50.206+00,2025-05-22 05:34:27.065+00,370,3,3,Online Transfer,3,950,1,12,2024-12-20,2025-02-15 10:00:00+00,2025-02-15 10:50:00+00,0,950,2024/12,0,14,INV241220-0299,190,true
2025-04-24 03:18:50.218+00,2025-06-15 07:30:54.761+00,371,3,3,Online Transfer,2,400,1,114,2024-12-21,2025-04-27 02:00:00+00,2025-04-27 02:50:00+00,0,400,2024/12,0,14,INV241221-0302,120,true
2025-04-24 03:18:50.226+00,2025-06-15 07:30:56.947+00,372,3,3,Online Transfer,2,400,1,115,2024-12-21,2025-04-27 02:00:00+00,2025-04-27 02:50:00+00,0,400,2024/12,0,14,INV241221-0303,120,true
2025-04-24 03:18:50.235+00,2025-04-26 11:50:32.657+00,373,3,3,Online Transfer,17,320,1,84,2024-12-24,2024-12-26 10:00:00+00,2024-12-26 10:50:00+00,50,370,2024/12,0,14,INV241224-0304,96,true
2025-04-24 03:18:50.243+00,2025-04-26 11:50:32.733+00,374,3,3,Online Transfer,17,320,1,25,2024-12-24,2024-12-26 10:00:00+00,2024-12-26 10:50:00+00,50,370,2024/12,0,14,INV241224-0305,96,true
2025-04-24 03:18:50.252+00,2025-06-06 06:27:42.898+00,375,3,3,Online Transfer,5,320,1,1,2024-12-27,2025-01-04 08:00:00+00,2025-01-04 08:50:00+00,0,320,2024/12,0,14,INV241227-0306,96,true
2025-04-24 03:18:50.26+00,2025-06-06 06:27:44.687+00,376,3,3,Online Transfer,5,320,1,9,2024-12-27,2025-01-04 08:00:00+00,2025-01-04 08:50:00+00,0,320,2024/12,0,14,INV241227-0307,96,true
2025-04-24 03:18:50.268+00,2025-04-26 11:50:32.795+00,377,3,3,Online Transfer,2,400,1,67,2025-01-02,2025-01-03 09:00:00+00,2025-01-03 09:50:00+00,0,400,2025/1,0,15,INV250102-0308,120,true
2025-04-24 03:18:50.276+00,2025-07-25 12:25:42.573+00,378,3,3,Online Transfer,3,950,1,17,2025-01-02,2025-02-22 01:30:00+00,2025-02-22 02:00:00+00,0,950,2025/1,0,15,INV250102-0309,285,true
2025-04-24 03:18:50.284+00,2025-07-20 06:38:29.499+00,379,3,3,Online Transfer,68,1300,1,44,2025-01-02,2024-12-08 08:00:00+00,2024-12-08 08:50:00+00,0,1300,2025/1,0,15,INV250102-0310,390,true
2025-04-24 03:18:50.293+00,2025-04-26 11:50:32.841+00,380,3,3,Online Transfer,5,320,1,36,2025-01-02,2025-01-23 02:00:00+00,2025-01-23 02:50:00+00,0,320,2025/1,0,15,INV250102-0311,96,true
2025-04-24 03:18:50.301+00,2025-04-26 11:50:32.889+00,381,3,3,Online Transfer,5,320,1,11,2025-01-02,2025-01-23 02:00:00+00,2025-01-23 02:50:00+00,0,320,2025/1,0,15,INV250102-0312,96,true
2025-04-24 03:18:50.31+00,2025-04-26 11:50:32.938+00,382,3,3,Online Transfer,64,480,1,56,2025-01-03,2025-01-17 07:00:00+00,2025-01-17 07:50:00+00,0,480,2025/1,0,15,INV250103-0313,144,true
2025-04-24 03:18:50.319+00,2025-04-26 11:50:32.986+00,383,3,3,Online Transfer,14,400,1,108,2025-01-03,2025-01-05 03:30:00+00,2025-01-05 04:20:00+00,100,500,2025/1,0,15,INV250103-0314,120,true
2025-04-24 03:18:50.328+00,2025-04-26 11:50:33.035+00,384,3,3,Online Transfer,64,480,1,35,2025-01-03,2025-01-08 08:00:00+00,2025-01-08 08:50:00+00,0,480,2025/1,0,15,INV250103-0315,144,true
2025-04-24 03:18:50.338+00,2025-04-26 11:50:33.081+00,385,3,3,Online Transfer,64,480,1,59,2025-01-03,2025-01-08 08:00:00+00,2025-01-08 08:50:00+00,0,480,2025/1,0,15,INV250103-0316,144,true
2025-04-24 03:18:50.347+00,2025-04-26 11:50:33.139+00,386,3,3,Online Transfer,15,950,1,23,2025-01-04,2025-01-05 04:30:00+00,2025-01-05 05:00:00+00,200,1150,2025/1,0,15,INV250104-0317,285,true
2025-04-24 03:18:50.356+00,2025-04-26 11:50:33.187+00,387,3,3,Online Transfer,5,320,1,41,2025-01-05,2025-02-08 08:00:00+00,2025-02-08 08:50:00+00,0,320,2025/1,0,15,INV250105-0318,96,true
2025-04-24 03:18:50.366+00,2025-04-26 11:50:33.236+00,388,3,3,Online Transfer,5,320,1,79,2025-01-05,2025-02-08 08:00:00+00,2025-02-08 08:50:00+00,0,320,2025/1,0,15,INV250105-0319,96,true
