createdAt,updatedAt,id,createdById,updatedById,payment_method,package_id,fee,progress,student_id,payment_date,start_date,end_date,transport_fee,total,month_convert,discount,salary_id,invoice_number,commission,done
2025-04-24 03:18:48.279+00,2025-04-26 11:49:38.941+00,151,3,3,Online Transfer,5,320,1,79,2024-07-06,2024-07-27 00:00:00+00,2024-07-27 00:50:00+00,0,320,2024/7,0,9,INV240706-0087,96,true
2025-04-24 03:18:48.287+00,2025-04-26 11:49:38.982+00,152,3,3,Online Transfer,2,400,1,10,2024-07-08,2024-07-13 00:00:00+00,2024-07-13 00:40:00+00,0,400,2024/7,0,9,INV240708-0088,120,true
2025-04-24 03:18:48.295+00,2025-04-26 11:49:39.028+00,153,3,3,Online Transfer,5,320,1,9,2024-07-09,2024-08-17 00:00:00+00,2024-08-17 00:50:00+00,0,320,2024/7,0,9,INV240709-0089,96,true
2025-04-24 03:18:48.304+00,2025-04-26 11:49:39.075+00,154,3,3,Online Transfer,5,380,1,1,2024-07-09,2024-08-03 08:00:00+00,2024-08-03 08:50:00+00,0,380,2024/7,0,9,INV240709-0090,114,true
2025-04-24 03:18:48.312+00,2025-04-26 11:49:39.122+00,155,3,3,Online Transfer,2,400,1,12,2024-07-09,2024-07-13 00:00:00+00,2024-07-13 00:50:00+00,0,400,2024/7,0,9,INV240709-0091,120,true
2025-04-24 03:18:48.321+00,2025-04-26 11:49:39.164+00,156,3,3,Online Transfer,1,120,1,74,2024-07-12,2024-07-12 00:00:00+00,2024-07-12 00:50:00+00,0,120,2024/7,0,9,INV240712-0092,36,true
2025-04-24 03:18:48.329+00,2025-04-26 11:49:39.209+00,157,3,3,Online Transfer,5,320,1,74,2024-07-12,2024-07-22 00:00:00+00,2024-07-22 00:50:00+00,0,320,2024/7,0,9,INV240712-0092,96,true
2025-04-24 03:18:48.338+00,2025-04-26 11:49:39.25+00,158,3,3,Online Transfer,63,200,1,96,2024-07-12,2024-07-19 00:00:00+00,2024-07-19 00:50:00+00,0,200,2024/7,0,9,INV240712-0093,60,true
2025-04-24 03:18:48.345+00,2025-04-26 11:49:39.297+00,159,3,3,Online Transfer,63,200,1,94,2024-07-12,2024-07-19 00:00:00+00,2024-07-19 00:50:00+00,0,200,2024/7,0,9,INV240712-0094,60,true
2025-04-24 03:18:48.353+00,2025-04-26 11:49:39.43+00,160,3,3,Online Transfer,63,200,1,66,2024-07-15,2024-08-01 00:00:00+00,2024-08-01 00:50:00+00,0,200,2024/7,0,9,INV240715-0095,60,true
2025-04-24 03:18:48.362+00,2025-04-26 11:49:39.475+00,161,3,3,Online Transfer,3,950,1,54,2024-07-16,2024-07-18 00:00:00+00,2024-07-18 00:50:00+00,0,950,2024/7,0,9,INV240716-0096,285,true
2025-04-24 03:18:48.37+00,2025-04-26 11:49:39.522+00,162,3,3,Online Transfer,2,400,1,49,2024-07-19,2024-07-21 00:00:00+00,2024-07-21 00:40:00+00,0,400,2024/7,0,9,INV240719-0097,120,true
2025-04-24 03:18:48.378+00,2025-04-26 11:49:39.567+00,163,3,3,Online Transfer,5,320,1,3,2024-07-22,2024-07-22 00:00:00+00,2024-07-22 00:50:00+00,0,320,2024/7,0,9,INV240722-0098,96,true
2025-04-24 03:18:48.386+00,2025-04-26 11:49:39.625+00,164,3,3,Online Transfer,63,200,1,50,2024-07-22,2024-07-26 00:00:00+00,2024-07-26 00:50:00+00,0,200,2024/7,0,9,INV240722-0098,60,true
2025-04-24 03:18:48.394+00,2025-04-26 11:49:39.669+00,165,3,3,Online Transfer,2,400,1,67,2024-07-24,2024-07-26 00:00:00+00,2024-07-26 00:50:00+00,0,400,2024/7,0,9,INV240724-0099,120,true
2025-04-24 03:18:48.402+00,2025-04-26 11:49:39.714+00,166,3,3,Online Transfer,2,400,1,40,2024-07-24,2024-07-28 00:00:00+00,2024-07-28 00:40:00+00,0,400,2024/7,0,9,INV240724-0100,120,true
2025-04-24 03:18:48.41+00,2025-04-26 11:49:39.767+00,167,3,3,Online Transfer,3,950,1,37,2024-07-29,2024-07-30 00:00:00+00,2024-07-30 00:50:00+00,0,950,2024/7,0,9,INV240729-0101,285,true
2025-04-24 03:18:48.418+00,2025-04-26 11:49:39.809+00,168,3,3,Online Transfer,63,200,1,115,2024-07-29,2024-08-04 00:00:00+00,2024-08-04 00:50:00+00,0,200,2024/7,0,9,INV240729-0102,60,true
2025-04-24 03:18:48.426+00,2025-05-05 03:01:00.535+00,169,3,3,Online Transfer,63,200,0.75,45,2024-07-30,2024-07-30 00:00:00+00,2024-07-30 00:50:00+00,0,200,2024/7,0,9,INV240730-0103,60,true
2025-04-24 03:18:48.436+00,2025-05-05 03:01:03.585+00,170,3,3,Online Transfer,63,200,0.75,97,2024-07-30,2024-07-30 00:00:00+00,2024-07-30 00:50:00+00,0,200,2024/7,0,9,INV240730-0104,60,true
2025-04-24 03:18:48.444+00,2025-04-26 11:49:39.848+00,171,3,3,Online Transfer,63,200,1,13,2024-07-30,2024-08-02 00:00:00+00,2024-08-02 00:50:00+00,0,200,2024/7,0,9,INV240730-0105,60,true
2025-04-24 03:18:48.454+00,2025-04-26 11:49:39.895+00,172,3,3,Online Transfer,63,200,1,63,2024-07-30,2024-08-03 00:00:00+00,2024-08-03 00:50:00+00,0,200,2024/7,0,9,INV240730-0106,60,true
2025-04-24 03:18:48.463+00,2025-04-26 11:49:39.937+00,173,3,3,Online Transfer,63,200,1,65,2024-07-30,2024-08-03 00:00:00+00,2024-08-03 00:50:00+00,0,200,2024/7,0,9,INV240730-0107,60,true
2025-04-24 03:18:48.472+00,2025-04-26 11:49:39.983+00,174,3,3,Online Transfer,63,200,1,64,2024-07-30,2024-08-03 00:00:00+00,2024-08-03 00:50:00+00,0,200,2024/7,0,9,INV240730-0108,60,true
2025-04-24 03:18:48.481+00,2025-04-26 11:49:40.029+00,175,3,3,Online Transfer,3,950,1,58,2024-07-31,2024-08-11 00:00:00+00,2024-08-11 00:50:00+00,0,950,2024/7,0,9,INV240731-0109,285,true
2025-04-24 03:18:48.49+00,2025-04-26 11:49:40.07+00,176,3,3,Online Transfer,63,200,1,77,2024-07-31,2024-08-17 00:00:00+00,2024-08-17 00:50:00+00,0,200,2024/7,0,9,INV240731-0110,60,true
2025-04-24 03:18:48.498+00,2025-04-26 11:49:40.118+00,177,3,3,Online Transfer,63,200,1,31,2024-07-31,2024-08-17 00:00:00+00,2024-08-17 00:50:00+00,0,200,2024/7,0,9,INV240731-0111,60,true
2025-04-24 03:18:48.506+00,2025-04-26 11:49:40.16+00,178,3,3,Online Transfer,3,950,1,67,2024-08-01,2024-08-02 00:00:00+00,2024-08-02 00:50:00+00,0,950,2024/8,0,10,INV240801-0112,285,true
2025-04-24 03:18:48.516+00,2025-04-26 11:49:40.198+00,179,3,3,Online Transfer,63,200,1,52,2024-08-01,2024-08-02 00:00:00+00,2024-08-02 00:50:00+00,0,200,2024/8,0,10,INV240801-0113,60,true
2025-04-24 03:18:48.525+00,2025-04-26 11:49:40.256+00,180,3,3,Online Transfer,63,200,1,109,2024-08-01,2024-08-02 00:00:00+00,2024-08-02 00:50:00+00,0,200,2024/8,0,10,INV240801-0114,60,true
2025-04-24 03:18:48.533+00,2025-04-26 11:49:40.297+00,181,3,3,Online Transfer,63,200,1,48,2024-08-02,2024-08-02 00:00:00+00,2024-08-02 00:50:00+00,0,200,2024/8,0,10,INV240802-0115,60,true
2025-04-24 03:18:48.542+00,2025-04-26 11:49:40.346+00,182,3,3,Online Transfer,63,200,1,47,2024-08-02,2024-08-02 00:00:00+00,2024-08-02 00:50:00+00,0,200,2024/8,0,10,INV240802-0116,60,true
2025-04-24 03:18:48.551+00,2025-04-26 11:49:40.393+00,183,3,3,Online Transfer,2,400,1,86,2024-08-02,2024-08-15 00:00:00+00,2024-08-15 00:40:00+00,0,400,2024/8,0,10,INV240802-0117,120,true
2025-04-24 03:18:48.559+00,2025-04-26 11:49:40.444+00,184,3,3,Online Transfer,63,200,1,105,2024-08-03,2024-08-10 00:00:00+00,2024-08-10 00:50:00+00,0,200,2024/8,0,10,INV240803-0118,60,true
2025-04-24 03:18:48.568+00,2025-04-26 11:49:40.496+00,185,3,3,Online Transfer,63,200,1,104,2024-08-03,2024-08-10 00:00:00+00,2024-08-10 00:50:00+00,0,200,2024/8,0,10,INV240803-0119,60,true
2025-04-24 03:18:48.587+00,2025-04-25 14:16:35.606+00,187,3,3,Online Transfer,14,400,0.75,113,2024-08-05,2024-08-14 00:00:00+00,2024-08-14 00:50:00+00,100,500,2024/8,0,10,INV240805-0120,120,
2025-04-24 03:18:48.595+00,2025-04-26 11:49:40.541+00,188,3,3,Online Transfer,5,320,1,5,2024-08-05,2024-08-06 00:00:00+00,2024-08-06 00:50:00+00,0,320,2024/8,0,10,INV240805-0121,96,true
2025-04-24 03:18:48.604+00,2025-04-26 11:49:40.599+00,189,3,3,Online Transfer,5,320,1,29,2024-08-05,2024-08-06 00:00:00+00,2024-08-06 00:50:00+00,0,320,2024/8,0,10,INV240805-0122,96,true
2025-04-24 03:18:48.612+00,2025-04-26 11:49:40.644+00,190,3,3,Online Transfer,2,400,1,33,2024-08-09,2024-08-11 00:00:00+00,2024-08-11 00:40:00+00,0,400,2024/8,0,10,INV240809-0123,120,true
2025-04-24 03:18:48.621+00,2025-04-26 11:49:40.689+00,191,3,3,Online Transfer,2,400,1,80,2024-08-11,2024-08-12 00:00:00+00,2024-08-12 00:50:00+00,0,400,2024/8,0,10,INV240811-0124,120,true
2025-04-24 03:18:48.631+00,2025-05-15 03:54:59.593+00,192,3,3,Online Transfer,3,950,0.7,76,2024-08-15,2024-08-22 00:00:00+00,2024-08-22 00:50:00+00,0,950,2024/8,0,10,INV240815-0125,285,
2025-04-24 03:18:48.651+00,2025-04-26 11:49:40.741+00,194,3,3,Online Transfer,63,200,1,94,2024-08-16,2024-08-16 00:00:00+00,2024-08-16 00:50:00+00,0,200,2024/8,0,10,INV240816-0126,60,true
2025-04-24 03:18:48.66+00,2025-04-26 11:49:40.785+00,195,3,3,Online Transfer,63,200,1,96,2024-08-16,2024-08-16 00:00:00+00,2024-08-16 00:50:00+00,0,200,2024/8,0,10,INV240816-0127,60,true
2025-04-24 03:18:48.671+00,2025-04-26 11:49:40.83+00,196,3,3,Online Transfer,2,400,1,72,2024-08-16,2024-08-16 00:00:00+00,2024-08-16 00:50:00+00,0,400,2024/8,0,10,INV240816-0128,120,true
2025-04-24 03:18:48.68+00,2025-04-26 11:49:40.882+00,197,3,3,Online Transfer,3,950,1,87,2024-08-18,2024-08-24 00:00:00+00,2024-08-24 00:50:00+00,0,950,2024/8,0,10,INV240818-0129,285,true
2025-04-24 03:18:48.689+00,2025-04-26 11:49:40.929+00,198,3,3,Online Transfer,1,120,1,46,2024-08-19,2024-08-31 00:00:00+00,2024-08-31 00:40:00+00,0,120,2024/8,0,10,INV240819-0130,36,true
2025-04-24 03:18:48.699+00,2025-04-26 11:49:40.98+00,199,3,3,Online Transfer,64,480,1,50,2024-08-19,2024-08-30 00:00:00+00,2024-08-30 00:50:00+00,0,480,2024/8,0,10,INV240819-0131,144,true
2025-04-24 03:18:48.708+00,2025-05-31 10:51:19.144+00,200,3,3,Online Transfer,2,400,0.75,99,2024-08-20,2024-08-27 00:00:00+00,2024-08-27 00:50:00+00,0,400,2024/8,0,10,INV240820-0132,120,
2025-04-24 03:18:48.768+00,2025-04-26 11:49:41.028+00,201,3,3,Online Transfer,2,400,1,67,2024-08-20,2024-08-26 00:00:00+00,2024-08-26 00:50:00+00,0,400,2024/8,0,10,INV240820-0133,120,true
2025-04-24 03:18:48.777+00,2025-04-26 11:49:41.076+00,202,3,3,Online Transfer,64,480,1,35,2024-08-20,2024-08-21 00:00:00+00,2024-08-21 00:50:00+00,0,480,2024/8,0,10,INV240820-0134,144,true
2025-04-24 03:18:48.787+00,2025-04-26 11:49:41.132+00,203,3,3,Online Transfer,64,480,1,59,2024-08-20,2024-08-21 00:00:00+00,2024-08-21 00:50:00+00,0,480,2024/8,0,10,INV240820-0135,144,true
2025-04-24 03:18:48.798+00,2025-04-26 11:49:41.177+00,204,3,3,Online Transfer,64,480,1,55,2024-08-20,2024-08-30 00:00:00+00,2024-08-30 00:50:00+00,0,480,2024/8,0,10,INV240820-0136,144,true
2025-04-24 03:18:48.808+00,2025-04-26 11:49:41.227+00,205,3,3,Online Transfer,64,480,1,56,2024-08-20,2024-08-30 00:00:00+00,2024-08-30 00:50:00+00,0,480,2024/8,0,10,INV240820-0137,144,true
2025-04-24 03:18:48.817+00,2025-04-26 11:49:41.272+00,206,3,3,Online Transfer,2,400,1,74,2024-08-21,2024-08-27 00:00:00+00,2024-08-27 00:50:00+00,0,400,2024/8,0,10,INV240821-0138,120,true
2025-04-24 03:18:48.827+00,2025-05-06 03:48:57.302+00,207,3,3,Online Transfer,15,950,0.9,73,2024-08-21,2024-08-24 00:00:00+00,2024-08-24 00:50:00+00,200,1150,2024/8,0,10,INV240821-0139,285,
2025-04-24 03:18:48.836+00,2025-04-26 11:49:41.314+00,208,3,3,Online Transfer,13,120,1,88,2024-08-22,2024-08-22 00:00:00+00,2024-08-22 00:30:00+00,30,150,2024/8,0,10,INV240822-0140,36,true
2025-04-24 03:18:48.845+00,2025-04-26 11:49:41.36+00,209,3,3,Online Transfer,61,50,1,62,2024-08-24,2024-09-29 00:00:00+00,2024-09-29 00:30:00+00,0,50,2024/8,0,10,INV240824-0141,15,true
2025-04-24 03:18:48.855+00,2025-04-26 11:49:41.401+00,210,3,3,Online Transfer,61,50,1,100,2024-08-26,2024-08-31 00:00:00+00,2024-08-31 00:40:00+00,0,50,2024/8,0,10,INV240826-0142,15,true
2025-04-24 03:18:48.863+00,2025-04-26 11:49:41.447+00,211,3,3,Online Transfer,14,400,1,88,2024-08-26,2024-09-05 00:00:00+00,2024-09-05 00:30:00+00,100,500,2024/8,0,10,INV240826-0143,120,true
2025-04-24 03:18:48.872+00,2025-04-26 11:49:41.493+00,212,3,3,Online Transfer,63,200,1,63,2024-08-28,2024-08-31 00:00:00+00,2024-08-31 00:50:00+00,0,200,2024/8,0,10,INV240828-0144,60,true
2025-04-24 03:18:48.881+00,2025-04-26 11:49:41.536+00,213,3,3,Online Transfer,63,200,1,65,2024-08-28,2024-08-31 00:00:00+00,2024-08-31 00:50:00+00,0,200,2024/8,0,10,INV240828-0145,60,true
2025-04-24 03:18:48.89+00,2025-04-26 11:50:25.61+00,214,3,3,Online Transfer,63,200,1,64,2024-08-28,2024-08-31 00:00:00+00,2024-08-31 00:50:00+00,0,200,2024/8,0,10,INV240828-0146,60,true
2025-04-24 03:18:48.899+00,2025-04-26 11:50:25.691+00,215,3,3,Online Transfer,64,480,1,70,2024-08-28,2024-08-30 00:00:00+00,2024-08-30 00:50:00+00,0,480,2024/8,0,10,INV240828-0147,144,true
2025-04-24 03:18:48.908+00,2025-04-26 11:50:25.741+00,216,3,3,Online Transfer,63,200,1,13,2024-08-28,2024-08-30 00:00:00+00,2024-08-30 00:50:00+00,0,200,2024/8,0,10,INV240828-0148,60,true
2025-04-24 03:18:48.916+00,2025-04-26 11:50:25.788+00,217,3,3,Online Transfer,63,200,1,52,2024-08-29,2024-08-30 00:00:00+00,2024-08-30 00:50:00+00,0,200,2024/8,0,10,INV240829-0149,60,true
2025-04-24 03:18:48.924+00,2025-04-26 11:50:25.845+00,218,3,3,Online Transfer,63,200,1,109,2024-08-30,2024-08-30 00:00:00+00,2024-08-30 00:50:00+00,0,200,2024/8,0,10,INV240830-0150,60,true
2025-04-24 03:18:48.932+00,2025-04-26 11:50:25.892+00,219,3,3,Online Transfer,63,200,1,48,2024-08-30,2024-08-30 00:00:00+00,2024-08-30 00:50:00+00,0,200,2024/8,0,10,INV240830-0151,60,true
2025-04-24 03:18:48.94+00,2025-04-26 11:50:25.942+00,220,3,3,Online Transfer,63,200,1,47,2024-08-30,2024-08-30 00:00:00+00,2024-08-30 00:50:00+00,0,200,2024/8,0,10,INV240830-0152,60,true
2025-04-24 03:18:48.948+00,2025-04-26 11:50:25.991+00,221,3,3,Online Transfer,3,950,1,49,2024-08-30,2024-09-01 00:00:00+00,2024-09-01 00:40:00+00,0,950,2024/8,0,10,INV240830-0153,285,true
2025-04-24 03:18:48.958+00,2025-04-26 11:50:26.04+00,222,3,3,Online Transfer,2,400,1,85,2024-08-30,2024-08-31 00:00:00+00,2024-08-31 00:50:00+00,0,400,2024/8,0,10,INV240830-0154,120,true
2025-04-24 03:18:48.966+00,2025-04-26 11:50:26.088+00,223,3,3,Online Transfer,3,950,1,100,2024-08-31,2024-09-08 00:00:00+00,2024-09-08 00:40:00+00,0,950,2024/8,0,10,INV240831-0155,285,true
2025-04-24 03:18:48.973+00,2025-04-26 11:50:26.132+00,224,3,3,Online Transfer,1,120,1,51,2024-09-01,2024-09-02 00:00:00+00,2024-09-02 00:50:00+00,0,120,2024/9,0,11,INV240901-0156,36,true
2025-04-24 03:18:48.981+00,2025-04-26 11:50:26.175+00,225,3,3,Online Transfer,2,400,1,46,2024-09-01,2024-09-21 00:00:00+00,2024-09-21 00:40:00+00,0,400,2024/9,0,11,INV240901-0157,120,true
2025-04-24 03:18:48.99+00,2025-04-26 11:50:26.215+00,226,3,3,Online Transfer,63,200,1,104,2024-09-01,2024-09-07 00:00:00+00,2024-09-07 00:50:00+00,0,200,2024/9,0,11,INV240901-0158,60,true
2025-04-24 03:18:48.998+00,2025-04-26 11:50:26.258+00,227,3,3,Online Transfer,63,200,1,105,2024-09-01,2024-09-07 00:00:00+00,2024-09-07 00:50:00+00,0,200,2024/9,0,11,INV240901-0159,60,true
2025-04-24 03:18:49.008+00,2025-04-26 11:50:26.308+00,228,3,3,Online Transfer,2,400,1,107,2024-09-02,2024-09-06 00:00:00+00,2024-09-06 00:50:00+00,0,400,2024/9,0,11,INV240902-0160,120,true
2025-04-24 03:18:49.016+00,2025-04-26 11:50:26.352+00,229,3,3,Online Transfer,2,100,1,10,2024-09-03,2024-09-03 00:00:00+00,2024-09-03 00:40:00+00,0,100,2024/9,0,11,INV240903-0161,30,true
2025-04-24 03:18:49.024+00,2025-04-25 07:23:27.426+00,230,3,3,Online Transfer,2,300,0.75,37,2024-09-03,2024-11-30 00:00:00+00,2024-11-30 00:50:00+00,0,300,2024/9,0,11,INV240903-0161,90,
2025-04-24 03:18:49.032+00,2025-06-12 10:07:13.692+00,231,3,3,Online Transfer,2,400,1,21,2024-09-03,2024-10-06 00:00:00+00,2024-10-06 00:50:00+00,0,400,2024/9,0,11,INV240903-0162,120,true
2025-04-24 03:18:49.041+00,2025-04-26 11:50:26.401+00,232,3,3,Online Transfer,2,400,1,5,2024-09-03,2024-09-18 00:00:00+00,2024-09-18 00:50:00+00,0,400,2024/9,0,11,INV240903-0163,120,true
2025-04-24 03:18:49.049+00,2025-04-26 11:50:26.445+00,233,3,3,Online Transfer,6,750,1,112,2024-09-04,2024-09-07 00:00:00+00,2024-09-07 00:50:00+00,0,750,2024/9,0,11,INV240904-0164,225,true
2025-04-24 03:18:49.057+00,2025-04-26 11:50:26.499+00,234,3,3,Online Transfer,6,750,1,111,2024-09-04,2024-09-07 00:00:00+00,2024-09-07 00:50:00+00,0,750,2024/9,0,11,INV240904-0165,225,true
2025-04-24 03:18:49.066+00,2025-04-26 11:50:26.552+00,235,3,3,Online Transfer,2,400,1,68,2024-09-04,2024-09-05 00:00:00+00,2024-09-05 00:50:00+00,0,400,2024/9,0,11,INV240904-0166,120,true
2025-04-24 03:18:49.074+00,2025-04-26 11:50:26.601+00,236,3,3,Online Transfer,2,400,1,33,2024-09-05,2024-09-08 00:00:00+00,2024-09-08 00:40:00+00,0,400,2024/9,0,11,INV240905-0167,120,true
2025-04-24 03:18:49.082+00,2025-04-26 11:50:26.654+00,237,3,3,Online Transfer,63,200,1,96,2024-09-06,2024-09-06 00:00:00+00,2024-09-06 00:50:00+00,0,200,2024/9,0,11,INV240906-0168,60,true
2025-04-24 03:18:49.091+00,2025-04-26 11:50:26.708+00,238,3,3,Online Transfer,63,200,1,94,2024-09-06,2024-09-06 00:00:00+00,2024-09-06 00:50:00+00,0,200,2024/9,0,11,INV240906-0169,60,true
2025-04-24 03:18:49.1+00,2025-04-26 11:50:26.753+00,239,3,3,Online Transfer,2,400,1,12,2024-09-09,2024-09-14 00:00:00+00,2024-09-14 00:50:00+00,0,400,2024/9,0,11,INV240909-0170,120,true
2025-04-24 03:18:49.11+00,2025-04-26 11:50:26.799+00,240,3,3,Online Transfer,2,400,1,86,2024-09-15,2024-10-05 00:00:00+00,2024-10-05 00:40:00+00,0,400,2024/9,0,11,INV240915-0171,120,true
2025-04-24 03:18:49.119+00,2025-04-26 11:50:26.851+00,241,3,3,Online Transfer,2,400,1,80,2024-09-17,2024-09-29 00:00:00+00,2024-09-29 00:50:00+00,0,400,2024/9,0,11,INV240917-0172,120,true
2025-04-24 03:18:49.128+00,2025-04-26 11:50:26.904+00,242,3,3,Online Transfer,2,400,1,115,2024-09-18,2024-09-22 00:00:00+00,2024-09-22 00:50:00+00,0,400,2024/9,0,11,INV240918-0173,120,true
2025-04-24 03:18:49.137+00,2025-04-26 11:50:26.95+00,243,3,3,Online Transfer,2,100,1,115,2024-09-18,2024-10-27 00:00:00+00,2024-10-27 00:50:00+00,0,100,2024/9,0,11,INV240918-0173,30,true
2025-04-24 03:18:49.145+00,2025-04-26 11:50:27.039+00,244,3,3,Online Transfer,2,400,1,114,2024-09-18,2024-10-27 00:00:00+00,2024-10-27 00:50:00+00,0,400,2024/9,0,11,INV240918-0174,120,true
2025-04-24 03:18:49.154+00,2025-04-26 11:50:27.114+00,245,3,3,Online Transfer,2,400,1,40,2024-09-19,2024-09-22 00:00:00+00,2024-09-22 00:40:00+00,0,400,2024/9,0,11,INV240919-0175,120,true
2025-04-24 03:18:49.163+00,2025-04-26 11:50:27.194+00,246,3,3,Online Transfer,2,400,1,110,2024-09-20,2024-09-20 00:00:00+00,2024-09-20 00:50:00+00,0,400,2024/9,0,11,INV240920-0176,120,true
2025-04-24 03:18:49.171+00,2025-04-26 11:50:27.284+00,247,3,3,Online Transfer,63,200,1,13,2024-09-25,2024-09-27 00:00:00+00,2024-09-27 00:50:00+00,0,200,2024/9,0,11,INV240925-0177,60,true
2025-04-24 03:18:49.179+00,2025-04-26 11:50:27.348+00,248,3,3,Online Transfer,63,200,1,52,2024-09-26,2024-09-27 00:00:00+00,2024-09-27 00:50:00+00,0,200,2024/9,0,11,INV240926-0178,60,true
2025-04-24 03:18:49.187+00,2025-04-26 11:50:27.425+00,249,3,3,Online Transfer,63,200,1,63,2024-09-27,2024-09-28 00:00:00+00,2024-09-28 00:50:00+00,0,200,2024/9,0,11,INV240927-0179,60,true
2025-04-24 03:18:49.195+00,2025-04-26 11:50:27.509+00,250,3,3,Online Transfer,63,200,1,109,2024-09-27,2024-09-27 00:00:00+00,2024-09-27 00:50:00+00,0,200,2024/9,0,11,INV240927-0180,60,true
2025-04-24 03:18:49.203+00,2025-04-26 11:50:27.57+00,251,3,3,Online Transfer,63,200,1,48,2024-09-27,2024-09-27 00:00:00+00,2024-09-27 00:50:00+00,0,200,2024/9,0,11,INV240927-0181,60,true
2025-04-24 03:18:49.211+00,2025-04-26 11:50:27.64+00,252,3,3,Online Transfer,63,200,1,47,2024-09-27,2024-09-27 00:00:00+00,2024-09-27 00:50:00+00,0,200,2024/9,0,11,INV240927-0182,60,true
2025-04-24 03:18:49.22+00,2025-04-26 11:50:27.691+00,253,3,3,Online Transfer,13,120,1,61,2024-09-27,2024-09-28 00:00:00+00,2024-09-28 00:30:00+00,30,150,2024/9,0,11,INV240927-0183,36,true
2025-04-24 03:18:49.228+00,2025-04-26 11:50:27.74+00,254,3,3,Online Transfer,13,120,1,60,2024-09-27,2024-09-28 00:00:00+00,2024-09-28 00:40:00+00,30,150,2024/9,0,11,INV240927-0184,36,true
2025-04-24 03:18:49.237+00,2025-04-26 11:50:27.785+00,255,3,3,Online Transfer,6,750,1,101,2024-09-27,2024-09-29 00:00:00+00,2024-09-29 00:50:00+00,0,750,2024/9,0,11,INV240927-0185,225,true
2025-04-24 03:18:49.246+00,2025-04-26 11:50:27.831+00,256,3,3,Online Transfer,6,750,1,103,2024-09-27,2024-09-29 00:00:00+00,2024-09-29 00:50:00+00,0,750,2024/9,0,11,INV240927-0186,225,true
2025-04-24 03:18:49.255+00,2025-04-26 11:50:27.88+00,257,3,3,Online Transfer,3,950,1,17,2024-09-29,2024-10-05 00:00:00+00,2024-10-05 00:30:00+00,0,950,2024/9,0,11,INV240929-0187,285,true
2025-04-24 03:18:49.262+00,2025-04-26 11:50:27.93+00,258,3,3,Online Transfer,2,400,1,33,2024-10-01,2024-10-13 00:00:00+00,2024-10-13 00:40:00+00,0,400,2024/10,0,12,INV241001-0188,120,true
2025-04-24 03:18:49.271+00,2025-04-26 11:50:27.98+00,259,3,3,Online Transfer,2,400,1,67,2024-10-01,2024-10-06 00:00:00+00,2024-10-06 00:50:00+00,0,400,2024/10,0,12,INV241001-0189,120,true
2025-04-24 03:18:49.279+00,2025-04-26 11:50:28.038+00,260,3,3,Online Transfer,1,120,1,7,2024-10-02,2024-10-06 00:00:00+00,2024-10-06 00:40:00+00,0,120,2024/10,0,12,INV241002-0190,36,true
2025-04-24 03:18:49.288+00,2025-04-26 11:50:28.09+00,261,3,3,Online Transfer,11,250,1,102,2024-10-02,2024-10-12 00:00:00+00,2024-10-12 00:50:00+00,0,250,2024/10,0,12,INV241002-0191,75,true
2025-04-24 03:18:49.296+00,2025-04-26 11:50:28.146+00,262,3,3,Online Transfer,11,250,1,27,2024-10-02,2024-10-12 00:00:00+00,2024-10-12 00:50:00+00,0,250,2024/10,0,12,INV241002-0192,75,true
2025-04-24 03:18:49.304+00,2025-04-26 11:50:28.205+00,263,3,3,Online Transfer,11,250,1,105,2024-10-02,2024-10-12 00:00:00+00,2024-10-12 00:50:00+00,0,250,2024/10,0,12,INV241002-0193,75,true
2025-04-24 03:18:49.312+00,2025-04-26 11:50:28.254+00,264,3,3,Online Transfer,11,250,1,104,2024-10-02,2024-10-12 00:00:00+00,2024-10-12 00:50:00+00,0,250,2024/10,0,12,INV241002-0194,75,true
2025-04-24 03:18:49.322+00,2025-04-26 11:50:28.293+00,265,3,3,Online Transfer,2,400,1,72,2024-10-03,2024-10-03 00:00:00+00,2024-10-03 00:50:00+00,0,400,2024/10,0,12,INV241003-0195,120,true
2025-04-24 03:18:49.331+00,2025-04-26 11:50:28.347+00,266,3,3,Online Transfer,2,400,1,85,2024-10-03,2024-10-12 00:00:00+00,2024-10-12 00:50:00+00,0,400,2024/10,0,12,INV241003-0196,120,true
2025-04-24 03:18:49.34+00,2025-04-26 11:50:28.402+00,267,3,3,Online Transfer,2,400,1,74,2024-10-04,2024-10-18 00:00:00+00,2024-10-18 00:50:00+00,0,400,2024/10,0,12,INV241004-0197,120,true
2025-04-24 03:18:49.348+00,2025-04-26 11:50:28.463+00,268,3,3,Online Transfer,63,200,1,96,2024-10-04,2024-10-04 00:00:00+00,2024-10-04 00:50:00+00,0,200,2024/10,0,12,INV241004-0198,60,true
2025-04-24 03:18:49.356+00,2025-04-26 11:50:28.512+00,269,3,3,Online Transfer,63,200,1,94,2024-10-04,2024-10-04 00:00:00+00,2024-10-04 00:50:00+00,0,200,2024/10,0,12,INV241004-0199,60,true
2025-04-24 03:18:49.364+00,2025-06-16 05:32:36.717+00,270,3,3,Online Transfer,3,950,0.3,62,2024-10-06,2024-10-06 00:00:00+00,2024-10-06 00:30:00+00,0,950,2024/10,0,12,INV241006-0200,285,
